f_25,f_18,f_22,f_24,f_13,f_14,f_19,f_0,f_15,f_11,f_9,f_12,f_10,f_21,f_8,f_2,f_3,f_7,f_20,f_16,f_6,f_26,f_23,f_4,f_17,f_5,f_1
2,3,3,2,9679,5,1,False,False,Married,Manufacturing Director,4298,1,1,2,Research & Development,1,2,6,19,3,0,2,1,3,Technical Degree,Travel_Frequently
1,1,3,13,21029,8,3,False,True,Divorced,Research Scientist,4615,1,2,2,Research & Development,8,2,19,23,4,7,16,4,4,Life Sciences,Travel_Rarely
5,4,3,14,2323,9,0,False,True,Single,Manufacturing Director,5410,2,2,2,Research & Development,2,3,18,11,3,12,16,4,3,Life Sciences,Travel_Rarely
1,4,3,15,26312,1,0,False,False,Married,Research Scientist,5208,1,2,2,Research & Development,18,4,16,11,2,10,16,5,3,Life Sciences,Travel_Rarely
2,2,3,2,2993,4,0,True,True,Single,Research Scientist,2313,2,0,1,Research & Development,25,2,5,20,1,2,2,3,4,Medical,Travel_Rarely
2,2,4,2,26124,9,3,True,True,Married,Research Scientist,4787,4,3,1,Research & Development,1,3,4,14,1,2,2,4,3,Medical,Travel_Rarely
0,4,1,2,10074,1,1,True,True,Divorced,Laboratory Technician,3743,2,2,1,Research & Development,14,2,5,24,3,2,4,4,4,Other,Travel_Rarely
0,3,3,0,2900,3,2,False,True,Divorced,Sales Executive,5087,4,4,2,Sales,12,3,14,12,2,0,0,4,3,Marketing,Travel_Rarely
8,2,3,9,20338,1,0,False,False,Married,Research Scientist,2929,4,3,1,Research & Development,19,2,10,12,2,7,10,3,3,Life Sciences,Travel_Rarely
0,2,3,9,6812,6,1,False,False,Divorced,Sales Executive,7823,4,2,3,Sales,3,3,12,13,4,8,10,4,3,Life Sciences,Travel_Rarely
8,3,1,7,17369,0,2,False,True,Married,Healthcare Representative,5855,4,2,2,Research & Development,12,3,10,11,4,5,9,3,3,Medical,Travel_Rarely
9,3,2,9,3142,2,1,False,True,Married,Healthcare Representative,10673,1,5,3,Research & Development,1,2,21,13,3,5,10,3,3,Medical,Travel_Frequently
0,3,3,7,13943,8,1,False,False,Married,Manufacturing Director,10739,3,2,3,Research & Development,17,3,22,11,3,8,10,3,3,Technical Degree,Travel_Rarely
0,1,3,0,7160,1,2,True,False,Divorced,Laboratory Technician,2596,2,2,1,Research & Development,1,2,1,15,1,0,1,3,3,Medical,Travel_Frequently
11,1,3,7,18991,2,1,False,False,Divorced,Manager,16823,1,3,4,Research & Development,1,3,22,11,1,16,19,4,3,Life Sciences,Travel_Rarely
2,4,3,2,10415,5,1,False,False,Divorced,Research Scientist,3204,1,3,1,Research & Development,5,3,8,14,4,2,3,3,3,Technical Degree,Travel_Rarely
2,1,3,2,9687,1,0,False,False,Married,Sales Representative,2014,4,3,1,Sales,2,3,2,13,4,2,2,3,3,Marketing,Travel_Rarely
2,4,2,2,22482,1,1,False,False,Divorced,Laboratory Technician,2207,3,5,1,Research & Development,15,3,4,16,1,2,4,2,3,Life Sciences,Travel_Rarely
1,4,3,1,16321,5,1,False,False,Divorced,Manufacturing Director,5482,2,3,2,Research & Development,2,1,13,18,4,2,4,3,3,Medical,Travel_Rarely
2,4,3,1,9068,5,0,False,True,Single,Research Scientist,2515,4,2,1,Research & Development,2,3,8,14,2,2,2,1,3,Medical,Travel_Frequently
1,4,3,3,4297,0,1,False,False,Divorced,Sales Executive,4103,1,2,2,Sales,1,3,10,17,3,7,9,3,3,Marketing,Travel_Frequently
7,1,1,2,4156,1,0,True,False,Single,Research Scientist,4084,3,2,1,Research & Development,3,3,7,12,4,7,7,3,3,Life Sciences,Travel_Frequently
1,2,3,2,12421,9,2,False,True,Married,Manufacturing Director,4663,3,2,2,Research & Development,12,3,7,12,3,1,3,4,3,Life Sciences,Travel_Rarely
0,3,1,0,18016,1,0,True,True,Single,Laboratory Technician,2795,4,2,1,Research & Development,25,3,1,24,1,1,1,4,4,Life Sciences,Travel_Rarely
7,3,2,7,21519,4,0,True,False,Single,Sales Executive,5160,4,3,2,Sales,2,3,12,16,3,3,9,1,3,Medical,Travel_Rarely
0,4,2,3,16885,3,0,False,False,Single,Research Scientist,4869,3,4,2,Research & Development,20,3,20,12,4,3,4,4,3,Life Sciences,Travel_Frequently
5,4,3,8,8891,1,1,False,False,Married,Sales Executive,6524,2,3,2,Sales,5,3,10,14,2,3,10,2,3,Life Sciences,Travel_Frequently
2,3,1,2,21081,6,1,True,True,Married,Laboratory Technician,3722,4,2,1,Research & Development,2,3,7,13,2,2,2,3,3,Life Sciences,Travel_Frequently
0,4,3,0,13556,1,0,True,False,Single,Laboratory Technician,1904,3,0,1,Research & Development,8,3,0,12,3,0,0,1,3,Medical,Non-Travel
0,3,4,0,18420,1,0,True,True,Single,Sales Representative,1569,4,2,1,Sales,3,3,0,12,2,0,0,2,3,Medical,Travel_Frequently
7,4,4,6,24619,7,0,True,True,Married,Manager,13610,3,2,3,Research & Development,15,3,15,12,2,7,7,1,3,Medical,Travel_Rarely
7,3,3,7,9606,1,1,False,False,Married,Manufacturing Director,9434,3,2,3,Research & Development,3,3,10,15,3,8,10,3,3,Other,Travel_Rarely
0,3,2,2,21436,7,1,False,True,Married,Sales Executive,4157,4,2,2,Sales,23,2,5,19,3,0,2,3,3,Marketing,Travel_Rarely
0,3,4,5,2689,1,1,False,False,Divorced,Manufacturing Director,5993,3,2,2,Research & Development,1,2,7,18,1,7,7,4,3,Life Sciences,Travel_Rarely
2,4,3,2,3072,1,0,True,False,Married,Human Resources,2742,3,0,1,Human Resources,9,3,2,15,1,2,2,4,3,Technical Degree,Travel_Rarely
3,3,3,7,12695,0,2,False,False,Married,Sales Executive,7644,4,2,3,Sales,3,2,10,19,1,4,9,3,3,Medical,Travel_Rarely
5,2,3,9,23687,6,1,False,False,Married,Manufacturing Director,5957,1,3,2,Research & Development,2,2,13,13,4,9,11,4,3,Life Sciences,Travel_Rarely
9,4,1,9,3666,8,1,True,False,Married,Laboratory Technician,2339,3,4,1,Research & Development,7,3,14,11,4,8,10,2,3,Technical Degree,Travel_Rarely
0,4,3,3,9060,4,1,False,False,Divorced,Healthcare Representative,6513,4,3,2,Research & Development,1,3,12,17,3,3,5,3,3,Life Sciences,Travel_Rarely
2,3,3,6,21293,0,0,False,False,Single,Research Director,11994,2,4,3,Research & Development,7,3,13,11,1,11,12,4,3,Life Sciences,Travel_Rarely
1,1,3,5,22673,1,0,False,False,Single,Research Scientist,2340,4,1,1,Research & Development,15,3,6,19,3,5,6,3,3,Life Sciences,Travel_Rarely
3,3,2,2,23288,0,1,True,True,Married,Sales Executive,4614,3,0,2,Sales,18,3,5,18,4,2,4,4,3,Marketing,Travel_Frequently
0,1,3,8,11439,1,2,False,False,Married,Sales Executive,7295,2,3,3,Sales,1,3,10,13,3,6,10,5,3,Marketing,Travel_Rarely
1,3,3,2,26250,1,2,False,False,Divorced,Manufacturing Director,4450,1,3,2,Research & Development,13,4,5,11,4,3,4,2,3,Medical,Travel_Rarely
11,4,3,9,5355,1,0,False,True,Married,Manager,17068,1,3,4,Research & Development,10,3,21,14,3,10,21,1,3,Medical,Travel_Rarely
5,2,3,12,16292,1,1,False,False,Married,Research Director,13582,1,3,3,Research & Development,1,3,15,13,4,11,15,3,3,Technical Degree,Travel_Rarely
2,2,2,2,16031,8,1,False,False,Divorced,Laboratory Technician,3978,3,0,1,Research & Development,4,4,4,12,1,2,2,3,3,Medical,Travel_Rarely
1,3,3,2,21086,6,3,False,False,Divorced,Manager,15972,2,2,4,Sales,2,4,29,14,2,2,3,4,3,Life Sciences,Travel_Rarely
0,3,3,0,22174,3,1,False,False,Married,Healthcare Representative,9824,3,4,2,Research & Development,10,3,18,19,3,0,1,3,3,Medical,Travel_Rarely
2,3,1,2,25308,1,0,True,False,Single,Laboratory Technician,2625,3,2,1,Research & Development,10,2,2,20,1,2,2,2,4,Life Sciences,Travel_Frequently
0,1,3,3,23679,4,1,False,True,Married,Laboratory Technician,4025,2,2,2,Research & Development,13,2,10,13,4,3,4,2,3,Other,Travel_Rarely
1,3,3,2,17171,7,2,False,False,Divorced,Healthcare Representative,5731,4,2,2,Research & Development,25,2,9,13,3,3,6,2,3,Medical,Travel_Rarely
0,1,1,6,23398,8,0,False,False,Single,Healthcare Representative,6811,1,2,2,Research & Development,7,2,9,19,4,7,7,3,3,Medical,Travel_Rarely
2,2,3,2,4658,0,1,False,False,Married,Manufacturing Director,4227,4,2,2,Research & Development,2,3,4,18,1,2,3,4,3,Life Sciences,Travel_Rarely
6,4,3,8,20489,1,0,False,False,Single,Manager,17444,3,2,4,Sales,17,3,10,11,4,0,10,3,3,Life Sciences,Non-Travel
0,3,3,4,8635,0,0,False,False,Married,Human Resources,2342,1,3,1,Human Resources,8,2,6,21,1,3,5,3,4,Life Sciences,Travel_Rarely
0,1,3,2,8800,1,2,False,False,Married,Sales Executive,4189,2,2,2,Sales,9,2,5,14,2,3,5,2,3,Marketing,Travel_Rarely
0,3,1,2,6672,1,1,False,False,Married,Research Scientist,2713,4,2,1,Research & Development,21,3,5,11,3,2,5,3,3,Medical,Travel_Rarely
1,1,1,4,9659,7,1,False,False,Divorced,Manufacturing Director,10502,3,2,3,Research & Development,1,3,33,17,4,4,5,4,3,Life Sciences,Travel_Frequently
4,4,3,2,7100,1,0,False,True,Married,Sales Executive,5769,4,3,2,Sales,10,2,6,11,4,4,6,3,3,Marketing,Travel_Rarely
0,4,2,0,26176,7,1,False,False,Married,Laboratory Technician,3306,3,5,1,Research & Development,4,3,7,19,4,0,0,2,3,Medical,Travel_Rarely
5,3,3,8,20925,1,0,False,False,Single,Manufacturing Director,8474,3,2,3,Research & Development,1,2,12,22,3,8,11,1,4,Life Sciences,Non-Travel
2,3,3,13,12482,1,0,False,False,Single,Research Scientist,4809,3,3,2,Research & Development,6,3,16,14,1,10,16,4,3,Other,Travel_Rarely
2,4,3,1,5050,1,0,False,False,Single,Sales Representative,2678,4,2,1,Sales,21,4,2,17,3,2,2,3,3,Marketing,Travel_Rarely
1,4,2,2,8232,0,1,False,False,Divorced,Manufacturing Director,4011,3,5,2,Research & Development,11,4,5,18,1,3,4,2,3,Other,Non-Travel
0,4,3,2,24609,9,0,False,False,Single,Human Resources,2109,2,3,1,Human Resources,8,4,8,18,4,2,3,2,3,Medical,Travel_Rarely
3,4,2,2,19948,6,0,False,True,Single,Manufacturing Director,7945,4,2,3,Research & Development,16,3,18,15,3,3,4,3,3,Life Sciences,Travel_Rarely
2,2,3,7,19562,1,1,False,False,Married,Manager,19189,3,3,5,Human Resources,1,2,22,12,4,10,22,3,3,Human Resources,Travel_Rarely
1,4,3,2,16090,4,0,False,False,Single,Research Scientist,4739,3,2,1,Research & Development,28,4,18,12,2,2,3,3,3,Medical,Travel_Frequently
3,2,3,2,14460,1,1,True,True,Married,Research Scientist,2307,1,2,1,Research & Development,16,1,5,23,4,0,5,4,4,Technical Degree,Non-Travel
2,2,2,8,19760,1,3,False,True,Divorced,Sales Executive,5209,2,4,2,Sales,4,2,11,12,3,7,11,2,3,Medical,Travel_Rarely
0,4,2,0,26820,1,0,True,True,Single,Sales Representative,1675,3,2,1,Sales,22,3,0,19,4,0,0,1,3,Marketing,Travel_Rarely
1,4,3,4,23490,0,0,False,False,Single,Sales Executive,8463,1,4,2,Sales,5,3,6,18,4,3,5,3,3,Medical,Travel_Rarely
1,2,4,2,18300,5,0,True,False,Married,Research Scientist,2546,2,2,1,Research & Development,25,2,6,16,3,1,2,5,3,Technical Degree,Travel_Rarely
0,2,1,2,3339,3,0,True,True,Single,Laboratory Technician,2166,1,3,1,Research & Development,7,3,10,14,1,3,4,3,3,Life Sciences,Travel_Rarely
2,3,3,2,5411,4,0,False,False,Single,Laboratory Technician,2105,3,2,1,Research & Development,9,3,7,12,2,0,2,4,3,Life Sciences,Travel_Rarely
0,1,3,7,3415,1,1,False,False,Married,Sales Executive,6214,2,3,2,Sales,8,3,8,18,2,7,8,4,3,Marketing,Travel_Rarely
0,3,3,2,10077,0,1,False,True,Married,Research Scientist,4821,4,4,1,Research & Development,5,3,6,12,3,3,5,4,3,Technical Degree,Travel_Rarely
1,4,2,3,21923,1,2,False,False,Divorced,Research Scientist,2645,3,3,1,Research & Development,2,4,6,12,4,4,5,2,3,Medical,Travel_Rarely
1,4,3,3,2755,6,0,False,False,Single,Healthcare Representative,10496,4,2,3,Research & Development,10,2,20,15,4,3,4,3,3,Technical Degree,Travel_Rarely
0,4,3,7,15972,3,1,False,True,Married,Laboratory Technician,5415,4,4,2,Research & Development,20,3,12,19,2,8,10,2,3,Technical Degree,Travel_Rarely
0,3,2,2,20100,4,1,False,True,Married,Research Scientist,4477,3,2,1,Research & Development,7,3,7,19,1,2,3,3,3,Medical,Travel_Rarely
0,4,3,2,23648,4,0,True,True,Divorced,Human Resources,2073,1,3,1,Human Resources,6,3,7,22,3,2,3,4,4,Human Resources,Travel_Rarely
2,3,3,2,7950,1,1,False,False,Married,Research Scientist,2539,3,0,1,Research & Development,6,2,4,13,4,2,4,3,3,Life Sciences,Travel_Rarely
1,4,2,2,19757,0,0,True,False,Single,Research Scientist,2058,3,1,1,Research & Development,1,3,7,14,3,5,6,3,3,Technical Degree,Travel_Rarely
6,3,3,12,21530,9,0,True,False,Married,Sales Executive,10306,1,3,3,Sales,10,2,15,17,4,0,13,3,3,Medical,Travel_Rarely
0,2,3,3,16439,2,1,False,False,Divorced,Manufacturing Director,5265,3,5,2,Research & Development,21,3,11,16,3,2,5,2,3,Medical,Non-Travel
2,4,2,8,26582,0,0,False,True,Married,Manager,17861,3,3,4,Research & Development,2,3,21,13,3,10,20,1,3,Life Sciences,Non-Travel
0,2,1,3,4992,1,0,True,False,Single,Manufacturing Director,4213,1,4,2,Research & Development,10,3,10,15,4,8,10,4,3,Medical,Travel_Rarely
7,3,3,0,19191,1,1,False,True,Divorced,Sales Executive,5605,1,3,2,Sales,7,4,8,24,1,7,8,2,4,Medical,Travel_Rarely
1,3,3,3,25412,9,1,False,False,Married,Laboratory Technician,2974,3,2,1,Research & Development,9,3,9,17,4,2,5,4,3,Medical,Travel_Rarely
0,1,3,0,8456,3,1,False,False,Married,Research Scientist,2177,4,6,1,Research & Development,3,2,7,17,3,0,1,3,3,Life Sciences,Travel_Rarely
1,4,3,3,14168,1,1,True,True,Married,Laboratory Technician,2886,3,4,1,Research & Development,7,3,6,16,1,2,6,3,3,Life Sciences,Travel_Frequently
4,4,1,9,15736,5,2,False,False,Married,Research Director,12490,2,5,3,Research & Development,8,2,16,16,2,7,10,4,3,Life Sciences,Travel_Rarely
11,1,2,10,19196,4,1,False,True,Divorced,Manager,19847,2,5,5,Sales,9,3,31,24,4,10,29,3,4,Life Sciences,Travel_Frequently
0,4,3,7,25952,4,2,False,False,Divorced,Sales Executive,5079,4,3,2,Sales,8,3,12,13,1,7,7,4,3,Technical Degree,Non-Travel
0,1,3,4,26278,1,0,False,False,Single,Research Scientist,2859,3,3,1,Research & Development,1,2,6,18,2,4,6,3,3,Medical,Travel_Rarely
8,1,3,9,6069,1,1,False,True,Married,Sales Executive,7847,4,3,2,Sales,2,3,10,17,4,8,10,3,3,Medical,Travel_Rarely
2,4,3,2,17967,1,2,False,False,Divorced,Sales Representative,2297,2,2,1,Sales,10,3,2,14,4,2,2,3,3,Marketing,Travel_Rarely
7,1,3,7,7102,0,1,False,False,Married,Laboratory Technician,2544,4,3,1,Research & Development,6,4,8,18,3,7,7,3,3,Other,Travel_Frequently
0,3,3,0,5268,5,1,False,False,Divorced,Sales Executive,10798,4,5,3,Sales,25,2,18,13,3,0,1,3,3,Medical,Travel_Rarely
1,2,3,4,3787,0,0,False,False,Single,Manufacturing Director,9936,1,2,2,Research & Development,5,3,10,19,2,7,9,3,3,Medical,Non-Travel
2,4,3,2,9983,7,1,False,False,Married,Sales Representative,3875,2,2,1,Sales,8,3,4,15,4,2,2,4,3,Marketing,Travel_Rarely
0,1,4,0,20989,0,0,True,False,Single,Sales Representative,2325,1,5,1,Sales,1,1,1,21,3,0,0,1,4,Technical Degree,Travel_Frequently
1,4,4,4,24483,1,1,False,False,Divorced,Healthcare Representative,8853,4,0,2,Research & Development,2,3,6,19,1,3,6,1,3,Life Sciences,Travel_Frequently
0,3,4,0,26075,8,0,False,False,Single,Sales Executive,4648,4,2,2,Sales,10,3,4,13,4,0,0,4,3,Marketing,Travel_Frequently
2,4,3,15,13339,8,0,False,False,Single,Research Director,18722,2,3,5,Research & Development,14,4,36,11,3,15,24,4,3,Medical,Travel_Rarely
0,2,3,0,16154,1,0,True,False,Single,Sales Representative,1359,3,3,1,Sales,1,1,1,12,2,0,1,4,3,Life Sciences,Travel_Frequently
0,2,2,0,20652,2,1,False,False,Divorced,Sales Executive,9705,2,2,3,Sales,10,2,11,12,1,0,1,4,3,Marketing,Travel_Rarely
4,2,2,3,19905,0,2,False,True,Divorced,Research Scientist,2782,1,3,1,Research & Development,10,3,6,13,4,3,5,1,3,Life Sciences,Travel_Rarely
1,3,3,3,14814,3,0,False,False,Married,Human Resources,6077,3,2,2,Human Resources,10,3,10,11,3,2,6,4,3,Human Resources,Travel_Frequently
4,1,3,7,24162,1,1,False,False,Married,Sales Executive,4385,1,2,2,Sales,26,2,10,15,1,5,10,3,3,Marketing,Non-Travel
7,1,3,7,17285,3,2,True,True,Divorced,Laboratory Technician,3339,3,2,1,Research & Development,7,3,10,13,2,7,7,3,3,Technical Degree,Travel_Rarely
2,1,3,2,11992,1,2,False,False,Married,Research Scientist,2323,4,6,1,Research & Development,19,3,2,24,3,2,2,1,4,Medical,Travel_Rarely
0,3,3,0,23428,7,0,False,False,Single,Laboratory Technician,3780,3,3,2,Research & Development,8,3,19,11,3,0,1,4,3,Life Sciences,Travel_Rarely
7,3,3,9,8053,2,1,False,False,Married,Sales Executive,9419,4,2,3,Sales,5,3,12,12,2,4,10,3,3,Life Sciences,Travel_Rarely
7,2,2,7,16577,6,2,False,False,Married,Healthcare Representative,5237,3,3,2,Research & Development,27,3,17,13,3,7,7,3,3,Medical,Travel_Rarely
1,1,4,3,15428,0,1,False,False,Divorced,Human Resources,2064,3,3,1,Human Resources,1,3,6,21,3,3,5,3,4,Life Sciences,Travel_Rarely
0,3,4,0,22262,1,0,True,False,Single,Research Scientist,1261,2,3,1,Research & Development,8,2,1,12,1,0,1,3,3,Life Sciences,Travel_Rarely
4,2,3,11,22245,7,0,False,False,Single,Healthcare Representative,10999,3,3,3,Research & Development,4,2,27,14,3,8,15,4,3,Life Sciences,Travel_Rarely
2,4,3,2,2097,0,1,False,False,Married,Human Resources,2145,4,2,1,Human Resources,10,3,3,14,1,1,2,3,3,Medical,Travel_Frequently
8,3,3,14,15146,1,0,False,True,Single,Research Director,13458,4,1,3,Research & Development,1,3,15,12,1,12,15,2,3,Life Sciences,Travel_Frequently
0,4,3,0,15587,9,1,True,True,Married,Research Scientist,2437,3,4,1,Research & Development,17,2,6,16,3,0,1,3,3,Technical Degree,Travel_Frequently
4,2,3,4,19558,0,0,False,False,Single,Sales Executive,6577,3,6,2,Sales,12,3,6,11,2,4,5,3,3,Technical Degree,Travel_Rarely
1,3,3,3,20284,5,2,False,False,Divorced,Research Scientist,2996,1,2,1,Research & Development,1,3,10,14,4,3,4,4,3,Other,Travel_Frequently
0,2,3,7,2739,9,0,False,False,Single,Manufacturing Director,9667,3,3,3,Research & Development,10,3,9,14,1,2,7,3,3,Medical,Travel_Rarely
1,1,3,7,11866,1,2,False,True,Divorced,Sales Executive,8268,2,2,2,Sales,10,2,7,14,4,7,7,1,3,Marketing,Travel_Rarely
0,4,3,8,10302,0,1,False,False,Divorced,Laboratory Technician,3069,3,3,2,Research & Development,3,2,11,15,3,7,10,2,3,Medical,Travel_Rarely
0,4,3,0,19281,1,0,False,False,Single,Research Scientist,1232,4,6,1,Research & Development,15,3,0,14,3,0,0,2,3,Life Sciences,Travel_Rarely
2,3,2,1,2939,8,2,False,False,Married,Sales Executive,5301,3,2,2,Sales,16,3,4,15,4,2,2,1,3,Life Sciences,Travel_Rarely
1,3,2,7,4809,1,2,False,False,Divorced,Manufacturing Director,8793,1,4,3,Research & Development,10,3,9,21,4,7,9,2,4,Life Sciences,Travel_Frequently
7,1,4,4,9977,5,1,False,False,Divorced,Sales Executive,7264,3,2,3,Sales,8,3,10,11,3,7,8,2,3,Other,Travel_Rarely
14,3,3,11,19271,8,1,False,True,Divorced,Manufacturing Director,10333,2,4,3,Research & Development,4,2,28,12,3,10,22,3,3,Life Sciences,Travel_Rarely
2,4,3,7,18959,1,1,False,False,Divorced,Research Scientist,2720,4,5,1,Research & Development,1,1,10,18,2,8,10,4,3,Life Sciences,Travel_Frequently
0,1,3,7,22384,4,0,False,False,Single,Manager,15379,3,2,4,Research & Development,1,3,23,14,3,0,8,3,3,Life Sciences,Travel_Rarely
7,3,3,7,9558,1,0,True,False,Single,Sales Executive,9355,2,5,2,Sales,4,3,8,18,1,7,8,3,3,Marketing,Travel_Frequently
5,2,4,7,11737,3,0,False,False,Married,Sales Representative,2329,3,2,1,Sales,7,2,13,15,2,2,7,4,3,Life Sciences,Travel_Rarely
2,4,3,0,9150,4,0,False,False,Single,Manufacturing Director,8376,2,3,3,Research & Development,6,3,9,18,2,2,2,3,3,Life Sciences,Travel_Rarely
1,3,2,4,24200,3,1,False,True,Married,Sales Executive,4591,3,4,2,Sales,14,3,11,17,3,2,5,3,3,Medical,Travel_Rarely
0,3,3,0,25233,1,0,True,False,Single,Laboratory Technician,1420,3,2,1,Research & Development,3,3,0,13,3,0,0,3,3,Life Sciences,Travel_Rarely
0,3,2,0,24118,3,1,False,False,Divorced,Manager,19517,4,3,5,Sales,1,3,32,11,4,6,7,4,3,Medical,Travel_Rarely
9,4,4,8,23553,1,0,False,False,Single,Sales Executive,6125,1,6,2,Sales,15,3,10,12,3,6,10,2,3,Medical,Travel_Rarely
1,3,1,2,16822,2,2,False,False,Married,Sales Executive,5507,2,1,2,Sales,17,2,12,16,3,3,4,2,3,Marketing,Travel_Rarely
0,4,3,2,19711,3,1,False,True,Married,Laboratory Technician,5562,1,3,2,Research & Development,6,4,9,13,1,2,3,4,3,Life Sciences,Travel_Frequently
2,4,3,2,6020,0,0,False,True,Married,Research Scientist,3506,3,3,1,Research & Development,6,3,4,14,3,2,3,1,3,Life Sciences,Travel_Rarely
2,1,1,2,19146,6,2,False,False,Married,Manufacturing Director,4775,4,2,2,Research & Development,1,2,4,22,4,2,2,2,4,Life Sciences,Travel_Rarely
1,2,3,2,15346,6,1,True,True,Married,Research Scientist,2042,1,2,1,Research & Development,2,3,6,14,1,2,3,3,3,Life Sciences,Travel_Frequently
1,4,2,2,5868,4,1,False,False,Married,Research Scientist,2194,1,2,1,Research & Development,1,3,5,13,2,2,3,3,3,Medical,Travel_Frequently
5,4,4,6,6004,1,1,False,False,Married,Human Resources,2844,3,2,1,Human Resources,1,4,7,13,3,0,7,3,3,Human Resources,Travel_Rarely
0,2,3,2,8532,9,1,False,False,Divorced,Research Scientist,3544,3,0,1,Research & Development,16,3,6,16,3,0,4,2,3,Life Sciences,Non-Travel
2,3,3,2,13939,4,1,False,True,Divorced,Research Scientist,4257,1,3,1,Research & Development,8,3,19,18,3,2,2,3,3,Life Sciences,Travel_Rarely
2,3,2,7,13782,9,0,False,False,Single,Research Director,13499,3,3,3,Research & Development,9,3,20,17,2,13,18,4,3,Medical,Travel_Frequently
3,4,3,7,5949,0,1,False,False,Divorced,Research Director,19436,3,5,5,Research & Development,2,3,22,19,1,9,21,2,3,Medical,Travel_Rarely
0,1,4,3,12858,7,1,False,False,Married,Human Resources,6272,1,3,2,Human Resources,2,4,10,16,4,3,4,5,3,Medical,Non-Travel
11,3,3,6,7060,1,1,False,False,Married,Manufacturing Director,12742,4,3,4,Research & Development,1,2,21,16,4,8,21,1,3,Life Sciences,Travel_Rarely
1,3,3,4,17235,2,0,True,True,Single,Sales Executive,9094,2,2,3,Sales,25,2,9,12,4,0,5,4,3,Marketing,Travel_Rarely
0,2,2,7,23163,1,0,False,False,Married,Laboratory Technician,4447,2,5,2,Research & Development,4,3,9,12,3,8,9,2,3,Life Sciences,Non-Travel
4,1,3,10,9129,3,0,False,False,Married,Manufacturing Director,10903,2,2,3,Research & Development,25,2,16,16,4,8,13,3,3,Technical Degree,Travel_Rarely
2,4,3,2,20366,6,0,True,True,Divorced,Research Scientist,2759,3,2,1,Research & Development,19,4,7,12,3,2,2,3,3,Medical,Travel_Frequently
0,3,3,0,21495,0,0,True,False,Married,Human Resources,2956,1,4,1,Human Resources,18,4,2,17,4,0,1,5,3,Human Resources,Travel_Rarely
6,3,2,7,7439,3,0,False,False,Single,Sales Representative,4502,4,2,2,Sales,2,3,17,15,3,7,13,4,3,Life Sciences,Travel_Rarely
6,1,3,7,17001,4,2,False,True,Divorced,Research Scientist,5974,1,2,2,Research & Development,6,4,13,13,3,7,7,3,3,Medical,Travel_Rarely
0,1,4,4,6319,4,1,False,True,Divorced,Sales Executive,5006,1,3,2,Sales,4,3,9,11,3,3,5,2,3,Life Sciences,Travel_Rarely
4,2,3,17,2437,3,1,False,False,Divorced,Manager,17174,4,3,4,Research & Development,22,3,24,11,4,7,22,3,3,Medical,Travel_Frequently
0,3,3,2,23293,2,0,False,False,Single,Research Scientist,4678,4,6,1,Research & Development,7,3,8,18,2,1,6,4,3,Other,Travel_Rarely
0,4,3,3,11005,3,2,False,False,Divorced,Laboratory Technician,2270,4,2,1,Research & Development,1,3,8,14,4,2,5,4,3,Medical,Travel_Rarely
1,3,2,3,3064,6,0,True,False,Single,Sales Executive,5326,1,2,2,Sales,8,2,6,17,4,2,4,3,3,Technical Degree,Travel_Rarely
1,3,3,2,24017,0,1,False,True,Divorced,Human Resources,2696,3,5,1,Human Resources,2,3,4,11,3,0,3,1,3,Technical Degree,Travel_Rarely
0,4,4,0,15397,4,0,False,True,Single,Manufacturing Director,7861,3,4,3,Research & Development,1,3,10,14,3,0,1,3,3,Life Sciences,Travel_Rarely
0,3,2,3,23343,4,1,False,False,Married,Sales Executive,9204,4,3,2,Sales,7,3,7,12,4,3,4,5,3,Marketing,Travel_Rarely
1,3,2,7,22914,1,1,False,False,Divorced,Sales Executive,8628,3,2,3,Sales,13,3,9,18,4,1,8,4,3,Medical,Travel_Rarely
3,4,2,8,23888,0,2,False,False,Married,Manufacturing Director,5906,4,2,2,Research & Development,25,2,10,13,2,8,9,2,3,Life Sciences,Travel_Rarely
1,1,1,5,25470,0,0,False,False,Single,Laboratory Technician,3500,3,2,1,Research & Development,5,4,7,14,3,3,6,2,3,Technical Degree,Non-Travel
6,1,3,7,19658,2,1,False,False,Married,Sales Executive,4051,4,2,2,Sales,2,3,14,14,2,7,9,5,3,Marketing,Travel_Rarely
1,3,3,2,15411,0,0,False,False,Married,Manufacturing Director,4374,3,6,2,Research & Development,1,2,4,15,4,2,3,4,3,Medical,Non-Travel
0,2,1,4,8489,1,0,False,False,Single,Research Scientist,3785,1,3,1,Research & Development,28,2,5,14,4,4,5,4,3,Medical,Travel_Rarely
1,3,2,3,7677,1,2,False,False,Divorced,Sales Executive,9525,4,2,2,Sales,1,1,6,14,3,3,6,4,3,Medical,Travel_Frequently
2,2,2,2,19719,5,0,False,True,Single,Manufacturing Director,10209,3,2,3,Research & Development,2,3,16,18,2,2,2,1,3,Medical,Travel_Frequently
0,3,3,7,7288,3,1,False,False,Married,Healthcare Representative,9715,1,3,2,Research & Development,8,1,9,13,3,7,7,1,3,Other,Travel_Rarely
0,3,3,3,11275,1,1,False,False,Married,Manufacturing Director,4148,1,1,2,Research & Development,1,3,4,12,3,3,4,1,3,Life Sciences,Travel_Frequently
